product_title,product_id,Product_Price,product_year,product_grade,Product_Grade_Service,Product_Denomination,Product_Mint_Mark,Product_Metal_Mark,product_purity,Product_thinkness,Product_Diameter,First_Image,Second_Image,Third_Image,Stock
"
                    2011 Mexico 5 oz Silver Libertad BU
                ",60598,$207.45,2011,Brilliant Unc,None,5 Onzas,Mo - Mexico City,5 troy oz,0.999,5.4 mm,65 mm,https://apmex.exceda.com/images/Catalog Images/Products/60598_Obv.jpg?v=20150511091542&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/60598_Rev.jpg?v=20150511091542&width=450&height=450,,1
"
                    2001 Mexico 1 oz Silver Libertad Proof (In Capsule)
                ",61407,,2001,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,,,,0
"
                    2011 Mexico 2 oz Silver Libertad BU
                ",60596,,2011,Brilliant Unc,None,2 Onzas,Mo - Mexico City,2 troy oz,0.999,4.5 mm,48 mm,https://apmex.exceda.com/images/Catalog Images/Products/60596_Obv.jpg?v=20150511091523&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/60596_Rev.jpg?v=20150511091523&width=450&height=450,,0
"
                    2011 Mexican 5 oz Silver Libertad Proof (In Capsule)
                ",60599,$267.45,2011,Proof,None,5 Onzas,Mo - Mexico City,5 troy oz,0.999,5.4 mm,65 mm,https://apmex.exceda.com/images/Catalog Images/Products/60599_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/60599_Rev.jpg?v=20130602094622&width=450&height=450,,1
"
                    2011 Mexico 2 oz Silver Libertad Proof (In Capsule)
                ",60597,,2011,Proof,None,2 Onzas,Mo - Mexico City,2 troy oz,0.999,4.5 mm,48 mm,https://apmex.exceda.com/images/Catalog Images/Products/60597_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/60597_Rev.jpg?v=20130602094622&width=450&height=450,,0
"
                    Mexico 1 oz Silver Libertad Proof (Random Year, In Capsule)
                ",65354,,Random,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,Varies mm,https://apmex.exceda.com/images/Catalog Images/Products/65354_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/65354_Rev.jpg?v=20130602094622&width=450&height=450,,0
"
                    2008 Mexico 1 oz Silver Libertad Proof (In Capsule)
                ",60178,,2008,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/60178_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/60178_Rev.jpg?v=20130602094622&width=450&height=450,,0
"
                    1991 Mexico 1 oz Silver Libertad Proof (In Capsule)
                ",60530,,1991,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,4 mm,36 mm,https://apmex.exceda.com/images/Catalog Images/Products/60530_Obv.jpg?v=20151223093146&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/60530_Rev.jpg?v=20151223093146&width=450&height=450,,0
"
                    1994 Mexico 1 oz Silver Libertad Proof (In Capsule)
                ",60245,,1994,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,4 mm,36 mm,https://apmex.exceda.com/images/Catalog Images/Products/60245_Slab.jpg?v=20170628123311&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/60245_Obv.jpg?v=20170628123311&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/60245_Rev.jpg?v=20170628123311&width=450&height=450,0
"
                    2011 Mexico 1/20 oz Silver Libertad Proof (In Capsule)
                ",64564,$22.99,2011,Proof,None,1/20 Onza,Mo - Mexico City,0.05 troy oz,0.999,1 mm,16 mm,https://apmex.exceda.com/images/Catalog Images/Products/64564_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/64564_Rev.jpg?v=20130602094622&width=450&height=450,,1
"
                    2003 Mexican 5 oz Silver Libertad Proof (In Capsule)
                ",60186,,2003,Proof,None,5 Onzas,Mo - Mexico City,5 troy oz,0.999,5.4 mm,65 mm,https://apmex.exceda.com/images/Catalog Images/Products/60186_Slab.jpg?v=20180228015139&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/60186_Obv.jpg?v=20180228015139&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/60186_Rev.jpg?v=20180228015139&width=450&height=450,0
"
                    1986 Mexico 1 oz Silver Libertad Proof (In Capsule)
                ",65512,,1986,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,4 mm,36 mm,https://apmex.exceda.com/images/Catalog Images/Products/65512_Slab.jpg?v=20160602124720&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/65512_Obv.jpg?v=20160602124720&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/65512_Rev.jpg?v=20160602124720&width=450&height=450,0
"
                    1993 Mexico 1 oz Silver Libertad Proof (In Capsule)
                ",63915,,1993,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,4 mm,36 mm,https://apmex.exceda.com/images/Catalog Images/Products/63915_Obv.jpg?v=20180129034622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/63915_Rev.jpg?v=20180129034622&width=450&height=450,,0
"
                    1992 Mexico 1 oz Silver Libertad Proof (In Capsule)
                ",63916,,1992,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,4 mm,36 mm,https://apmex.exceda.com/images/Catalog Images/Products/63916_Slab.jpg?v=20160921121352&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/63916_Obv.jpg?v=20160921121352&width=450&height=450,,0
"
                    1995 Mexico 1 oz Silver Libertad Proof (In Capsule)
                ",63914,,1995,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,4 mm,36 mm,https://apmex.exceda.com/images/Catalog Images/Products/63914_Obv.jpg?v=20141110122550&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/63914_Rev.jpg?v=20141110122550&width=450&height=450,,0
"
                    2011 Mexico 1/10 oz Silver Libertad Proof (In Capsule)
                ",64562,$22.99,2011,Proof,None,1/10 Onza,Mo - Mexico City,0.1 troy oz,0.999,1.4 mm,20 mm,https://apmex.exceda.com/images/Catalog Images/Products/64562_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/64562_Rev.jpg?v=20130602094622&width=450&height=450,,1
"
                    1997 Mexico 1 oz Silver Libertad Proof (In Capsule)
                ",63913,,1997,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/63913_Slab.jpg?v=20170628123538&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/63913_Obv.jpg?v=20170628123538&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/63913_Rev.jpg?v=20170628123538&width=450&height=450,0
"
                    1998 Mexico 1 oz Silver Libertad Proof (In Capsule)
                ",63912,,1998,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,,,,0
"
                    1988 Mexico 1 oz Silver Libertad Proof (In Capsule)
                ",63918,,1988,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,4 mm,36 mm,,,,0
"
                    1999 Mexico 1 oz Silver Libertad Proof (In Capsule)
                ",63911,,1999,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/63911_Obv.jpg?v=20171215031245&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/63911_Rev.jpg?v=20171215031245&width=450&height=450,,0
"
                    2000 Mexico 1 oz Silver Libertad Proof (In Capsule)
                ",63910,,2000,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,,,,0
"
                    2013 Mexican 5 oz Silver Libertad Proof (In Capsule)
                ",76030,,2013,Proof,None,5 Onzas,Mo - Mexico City,5 troy oz,0.999,5.4 mm,65 mm,https://apmex.exceda.com/images/Catalog Images/Products/76030_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/76030_Rev.jpg?v=20130602094622&width=450&height=450,,0
"
                    2013 Mexico 1 oz Silver Libertad Proof (In Capsule)
                ",75707,,2013,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/75707_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/75707_Rev.jpg?v=20130602094622&width=450&height=450,,0
"
                    2005 Mexican 5 oz Silver Libertad Proof (In Capsule)
                ",85182,,2005,Proof,None,5 Onzas,Mo - Mexico City,5 troy oz,0.999,5.4 mm,65 mm,https://apmex.exceda.com/images/Catalog Images/Products/85182_Obv.jpg?v=20170629094056&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/85182_Rev.jpg?v=20170629094056&width=450&height=450,,0
"
                    2013 Mexico 2 oz Silver Libertad BU
                ",74261,$70.96,2013,Brilliant Unc,None,2 Onzas,Mo - Mexico City,2 troy oz,0.999,4.5 mm,48 mm,https://apmex.exceda.com/images/Catalog Images/Products/74261_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/74261_Rev.jpg?v=20130602094622&width=450&height=450,,1
"
                    2005 Mexico 1 oz Silver Libertad Proof (In Capsule)
                ",63909,,2005,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/63909_Slab.jpg?v=20160202090609&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/63909_Obv.jpg?v=20160202090609&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/63909_Rev.jpg?v=20160202090609&width=450&height=450,0
"
                    2006 Mexico 1 oz Silver Libertad Proof (In Capsule)
                ",63908,,2006,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/63908_Slab.jpg?v=20160202090559&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/63908_Obv.jpg?v=20160202090559&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/63908_Rev.jpg?v=20160202090559&width=450&height=450,0
,83740,"
                            ,
                            ,
                        ",2002,Brilliant Unc,None,1/20 Onza,Mo - Mexico City,0.1 troy oz,0.999,1.4 mm,20 mm,https://apmex.exceda.com/images/Catalog Images/Products/83740_Obv.jpg?v=20141002041925&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/83740_Rev.jpg?v=20141002041925&width=450&height=450,,1
"
                    2013 Mexico 5 oz Silver Libertad BU
                ",74262,$167.40,2013,Brilliant Unc,None,5 Onzas,Mo - Mexico City,5 troy oz,0.999,5.4 mm,65 mm,https://apmex.exceda.com/images/Catalog Images/Products/74262_Slab.jpg?v=20160916095802&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/74262_Obv.jpg?v=20160916095802&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/74262_Rev.jpg?v=20160916095802&width=450&height=450,1
"
                    2001 Mexico 1/20 oz Silver Libertad BU
                ",83258,,2001,Brilliant Unc,None,1/20 Onza,Mo - Mexico City,0.05 troy oz,0.999,1 mm,16 mm,https://apmex.exceda.com/images/Catalog Images/Products/83258_Obv.jpg?v=20140521041056&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/83258_Rev.jpg?v=20140521041056&width=450&height=450,,0
"
                    2012 Mexico 1 oz Silver Libertad Proof (In Capsule)
                ",70000,,2012,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/70000_Slab.jpg?v=20170628011055&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/70000_Obv.jpg?v=20170628011055&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/70000_Rev.jpg?v=20170628011055&width=450&height=450,0
"
                    2012 Mexico 5 oz Silver Libertad BU
                ",69513,,2012,Brilliant Unc,None,5 Onzas,Mo - Mexico City,5 troy oz,0.999,5.4 mm,65 mm,https://apmex.exceda.com/images/Catalog Images/Products/69513_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/69513_Rev.jpg?v=20130602094622&width=450&height=450,,0
"
                    2012 Mexico 2 oz Silver Libertad BU
                ",69514,,2012,Brilliant Unc,None,2 Onzas,Mo - Mexico City,2 troy oz,0.999,4.5 mm,48 mm,https://apmex.exceda.com/images/Catalog Images/Products/69514_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/69514_Rev.jpg?v=20130602094622&width=450&height=450,,0
"
                    2015 Mexico 5 oz Silver Libertad Proof (In Capsule)
                ",87952,,2015,Proof,None,5 Onzas,Mo - Mexico City,5 troy oz,0.999,5.4 mm,65 mm,https://apmex.exceda.com/images/Catalog Images/Products/87952_Obv.jpg?v=20150923050904&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/87952_Rev.jpg?v=20150923050904&width=450&height=450,,0
"
                    2015 Mexico 2 oz Silver Libertad Proof (In Capsule)
                ",87953,,2015,Proof,None,2 Onzas,Mo - Mexico City,2 troy oz,0.999,4.5 mm,48 mm,https://apmex.exceda.com/images/Catalog Images/Products/87953_Obv.jpg?v=20150923050910&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/87953_Rev.jpg?v=20150923050910&width=450&height=450,,0
"
                    2015 Mexico 1/20 oz Silver Libertad BU
                ",87950,$8.76,2015,Brilliant Unc,None,1/20 Onza,Mo - Mexico City,0.05 troy oz,0.999,1 mm,16 mm,https://apmex.exceda.com/images/Catalog Images/Products/87950_Obv.jpg?v=20150313103824&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/87950_Rev.jpg?v=20150313103824&width=450&height=450,,1
"
                    2015 Mexico 1/4 oz Silver Libertad BU
                ",87947,,2015,Brilliant Unc,None,1/4 Onza,Mo - Mexico City,0.25 troy oz,0.999,1.7 mm,27 mm,https://apmex.exceda.com/images/Catalog Images/Products/87947_Obv.jpg?v=20150402114852&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/87947_Rev.jpg?v=20150402114852&width=450&height=450,,0
"
                    2015 Mexico 1/2 oz Silver Libertad BU
                ",87946,,2015,Brilliant Unc,None,1/2 Onza,Mo - Mexico City,0.5 troy oz,0.999,2.6 mm,33 mm,https://apmex.exceda.com/images/Catalog Images/Products/87946_Slab.jpg?v=20160412093903&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/87946_Obv.jpg?v=20160412093903&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/87946_Rev.jpg?v=20160412093903&width=450&height=450,0
"
                    2014 Mexico 1/4 oz Silver Libertad Proof (In Capsule)
                ",81093,,2014,Proof,None,1/4 Onza,Mo - Mexico City,0.25 troy oz,0.999,1.7 mm,27 mm,https://apmex.exceda.com/images/Catalog Images/Products/81093_Obv.jpg?v=20141027115422&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/81093_Rev.jpg?v=20141027115422&width=450&height=450,,0
"
                    2015 Mexico 5 oz Silver Libertad BU
                ",87940,$167.44,2015,Brilliant Unc,None,5 Onzas,Mo - Mexico City,5 troy oz,0.999,5.4 mm,65 mm,https://apmex.exceda.com/images/Catalog Images/Products/87940_Slab.jpg?v=20160405115233&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/87940_Obv.jpg?v=20160405115234&width=450&height=450,,1
"
                    2014 Mexico 1/2 oz Silver Libertad BU
                ",81092,,2014,Brilliant Unc,None,1/2 Onza,Mo - Mexico City,0.5 troy oz,0.999,2.6 mm,33 mm,https://apmex.exceda.com/images/Catalog Images/Products/81092_Obv.jpg?v=20141024100220&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/81092_Rev.jpg?v=20141024100220&width=450&height=450,,0
"
                    2005 Mexico 2 oz Silver Libertad BU
                ",13447,,2005,Brilliant Unc,None,2 Onzas,Mo - Mexico City,2 troy oz,0.999,4.5 mm,48 mm,https://apmex.exceda.com/images/Catalog Images/Products/13447_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/13447_Rev.jpg?v=20130602094622&width=450&height=450,,0
"
                    2014 Mexico 1/4 oz Silver Libertad BU
                ",81094,,2014,Brilliant Unc,None,1/4 Onza,Mo - Mexico City,0.25 troy oz,0.999,1.7 mm,27 mm,https://apmex.exceda.com/images/Catalog Images/Products/81094_Obv.jpg?v=20150731043222&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/81094_Rev.jpg?v=20150731043222&width=450&height=450,,0
"
                    2004 Mexico 2 oz Silver Libertad BU
                ",13446,,2004,Brilliant Unc,None,2 Onzas,Mo - Mexico City,2 troy oz,0.999,4.5 mm,48 mm,https://apmex.exceda.com/images/Catalog Images/Products/13446_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/13446_Rev.jpg?v=20130602094622&width=450&height=450,,0
"
                    2006 Mexico 2 oz Silver Libertad BU
                ",13448,,2006,Brilliant Unc,None,2 Onzas,Mo - Mexico City,2 troy oz,0.999,4.5 mm,48 mm,https://apmex.exceda.com/images/Catalog Images/Products/13448_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/13448_Rev.jpg?v=20130602094622&width=450&height=450,,0
"
                    2001 Mexico 2 oz Silver Libertad BU
                ",13444,,2001,Brilliant Unc,None,2 Onzas,Mo - Mexico City,2 troy oz,0.999,4.5 mm,48 mm,https://apmex.exceda.com/images/Catalog Images/Products/13444_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/13444_Rev.jpg?v=20130602094622&width=450&height=450,,0
"
                    2000 Mexico 2 oz Silver Libertad BU
                ",13443,,2000,Brilliant Unc,None,2 Onzas,Mo - Mexico City,2 troy oz,0.999,4.5 mm,48 mm,https://apmex.exceda.com/images/Catalog Images/Products/13443_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/13443_Rev.jpg?v=20130602094622&width=450&height=450,,0
"
                    1998 Mexico 2 oz Silver Libertad BU
                ",13442,,1998,Brilliant Unc,None,2 Onzas,Mo - Mexico City,2 troy oz,0.999,4.5 mm,48 mm,https://apmex.exceda.com/images/Catalog Images/Products/13442_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/13442_Rev.jpg?v=20130602094622&width=450&height=450,,0
"
                    1996 Mexico 2 oz Silver Libertad BU
                ",13441,,1996,Brilliant Unc,None,2 Onzas,Mo - Mexico City,2 troy oz,0.999,4.5 mm,48 mm,https://apmex.exceda.com/images/Catalog Images/Products/13441_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/13441_Rev.jpg?v=20130602094622&width=450&height=450,,0
"
                    2003 Mexico 2 oz Silver Libertad BU
                ",13445,,2003,Brilliant Unc,None,2 Onzas,Mo - Mexico City,2 troy oz,0.999,4.5 mm,48 mm,https://apmex.exceda.com/images/Catalog Images/Products/13445_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/13445_Rev.jpg?v=20130602094622&width=450&height=450,,0
"
                    2006 Mexico 1 oz Silver Libertad BU
                ",13440,$130.49,2006,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/13440_Obv.jpg?v=20150716045720&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/13440_Rev.jpg?v=20150716045720&width=450&height=450,,1
"
                    2007 Mexico 5 oz Silver Libertad BU
                ",18534,,2007,Brilliant Unc,None,5 Onzas,Mo - Mexico City,5 troy oz,0.999,5.4 mm,65 mm,https://apmex.exceda.com/images/Catalog Images/Products/18534_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/18534_Rev.jpg?v=20130602094622&width=450&height=450,,0
"
                    2007 Mexico 2 oz Silver Libertad BU
                ",18533,,2007,Brilliant Unc,None,2 Onzas,Mo - Mexico City,2 troy oz,0.999,4.5 mm,48 mm,https://apmex.exceda.com/images/Catalog Images/Products/18533_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/18533_Rev.jpg?v=20130602094622&width=450&height=450,,0
"
                    2008 Mexico 2 oz Silver Libertad BU
                ",35935,,2008,Brilliant Unc,None,2 Onzas,Mo - Mexico City,2 troy oz,0.999,4.5 mm,48 mm,https://apmex.exceda.com/images/Catalog Images/Products/35935_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/35935_Rev.jpg?v=20130602094622&width=450&height=450,,0
"
                    Mexico 1/4 oz Silver Libertad BU (Random Year)
                ",35189,,Random,Brilliant Unc,None,1/4 Onza,Mo - Mexico City,0.25 troy oz,0.999,1.7 mm,27 mm,https://apmex.exceda.com/images/Catalog Images/Products/35189_Obv.jpg?v=20160602101154&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/35189_Rev.jpg?v=20160602101154&width=450&height=450,,0
"
                    1987 Mexico 1 oz Silver Libertad Proof (In Capsule)
                ",29629,,1987,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,4 mm,36 mm,https://apmex.exceda.com/images/Catalog Images/Products/29629_Slab.jpg?v=20161122014945&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/29629_Obv.jpg?v=20161122014945&width=450&height=450,,0
"
                    2009 Mexican 5 oz Silver Libertad Proof (In Capsule)
                ",56133,$257.40,2009,Proof,None,5 Onzas,Mo - Mexico City,5 troy oz,0.999,5.4 mm,65 mm,https://apmex.exceda.com/images/Catalog Images/Products/56133_Obv.jpg?v=20160825123535&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/56133_Rev.jpg?v=20160825123535&width=450&height=450,,1
"
                    2009 Mexico 5 oz Silver Libertad BU
                ",54143,$202.40,2009,Brilliant Unc,None,5 Onzas,Mo - Mexico City,5 troy oz,0.999,5.4 mm,65 mm,https://apmex.exceda.com/images/Catalog Images/Products/54143_Obv.jpg?v=20151223110710&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/54143_Rev.jpg?v=20151223110710&width=450&height=450,,1
"
                    1991 Mexico 1 oz Silver Libertad Proof (w/Box & COA)
                ",23844,,1991,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,4 mm,36 mm,https://apmex.exceda.com/images/Catalog Images/Products/23844_Slab.jpg?v=20150814121823&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/23844_Obv.jpg?v=20150814121823&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/23844_Rev.jpg?v=20150814121823&width=450&height=450,0
"
                    2009 Mexico 2 oz Silver Libertad BU
                ",54142,,2009,Brilliant Unc,None,2 Onzas,Mo - Mexico City,2 troy oz,0.999,4.5 mm,48 mm,https://apmex.exceda.com/images/Catalog Images/Products/54142_Obv.jpg?v=20151223093014&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/54142_Rev.jpg?v=20151223093014&width=450&height=450,,0
"
                    2008 Mexico 5 oz Silver Libertad BU
                ",39362,,2008,Brilliant Unc,None,5 Onzas,Mo - Mexico City,5 troy oz,0.999,5.4 mm,65 mm,https://apmex.exceda.com/images/Catalog Images/Products/39362_Obv.jpg?v=20141205112741&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/39362_Rev.jpg?v=20141205112741&width=450&height=450,,0
"
                    2016 Mexico 1 oz Silver Libertad Proof (In Capsule)
                ",98615,$85.47,2016,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/98615_Slab.jpg?v=20160616105921&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/98615_Obv.jpg?v=20160616105921&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/98615_Rev.jpg?v=20160616105921&width=450&height=450,1
"
                    2017 Mexico 1/2 oz Silver Libertad Proof (In Capsule)
                ",103065,$22.73,2017,Proof,None,1/2 Onza,Mo - Mexico City,0.5 troy oz,0.999,2.6 mm,33 mm,https://apmex.exceda.com/images/Catalog Images/Products/103065_Slab.jpg?v=20170426022053&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/103065_Obv.jpg?v=20170426022053&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/103065_Rev.jpg?v=20170426022053&width=450&height=450,1
"
                    2015 Mexico 1 oz Silver Libertad Proof (In Capsule)
                ",92551,$65.48,2015,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/92551_Obv.jpg?v=20150819114746&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/92551_Rev.jpg?v=20150819114746&width=450&height=450,,1
"
                    2011 Mexico 1 oz Silver Libertad Proof (In Capsule)
                ",61789,,2011,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/61789_Obv.jpg?v=20150716050032&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/61789_Rev.jpg?v=20150716050032&width=450&height=450,,0
,87949,"
                        ,
                        ,
                   ",2015,Brilliant Unc,None,1/10 Onza,Mo - Mexico City,0.1 troy oz,0.999,1.4 mm,20 mm,https://apmex.exceda.com/images/Catalog Images/Products/87949_Obv.jpg?v=20150313092717&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/87949_Rev.jpg?v=20150313092717&width=450&height=450,,1
