product_title,product_id,Product_Price,product_year,product_grade,Product_Grade_Service,Product_Denomination,Product_Mint_Mark,Product_Metal_Mark,product_purity,Product_thinkness,Product_Diameter,First_Image,Second_Image,Third_Image,Stock
"
                    2015 Mexico 2 oz Silver Libertad BU
                ",87942,,2015,Brilliant Unc,None,2 Onzas,Mo - Mexico City,2 troy oz,0.999,4.5 mm,48 mm,https://apmex.exceda.com/images/Catalog Images/Products/87942_Obv.jpg?v=20150313092600&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/87942_Rev.jpg?v=20150313092600&width=450&height=450,/product/87942/2015-mexico-2-oz-silver-libertad-bu,0
"
                    1990 Mexico 1 oz Silver Libertad BU
                ",10209,$75.48,1990,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,4 mm,36 mm,https://apmex.exceda.com/images/Catalog Images/Products/10209_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/10209_Rev.jpg?v=20130602094622&width=450&height=450,,1
"
                    2014 Mexico 1 oz Silver Libertad Proof (In Capsule)
                ",79578,,2014,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/79578_Obv.jpg?v=20140429024303&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/79578_Rev.jpg?v=20140429024303&width=450&height=450,,0
"
                    1991 Mexico 1 oz Silver Libertad BU
                ",7078,$55.47,1991,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,4 mm,36 mm,https://apmex.exceda.com/images/Catalog Images/Products/7078_Obv.jpg?v=20131224115047&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/7078_Rev.jpg?v=20131224115047&width=450&height=450,,1
"
                    2002 Mexico 1 oz Silver Libertad BU
                ",10218,$75.47,2002,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/10218_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/10218_Rev.jpg?v=20130602094622&width=450&height=450,,1
"
                    2017 Mexico 1/10 oz Silver Libertad Proof (In Capsule)
                ",103063,$9.54,2017,Proof,None,1/10 Onza,Mo - Mexico City,0.1 troy oz,0.999,1.4 mm,20 mm,https://apmex.exceda.com/images/Catalog Images/Products/103063_Slab.jpg?v=20170426030208&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/103063_Obv.jpg?v=20170426030208&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/103063_Rev.jpg?v=20170426030208&width=450&height=450,1
"
                    2016 Mexico 1/2 oz Silver Libertad BU
                ",96163,$16.73,2016,Brilliant Unc,None,1/2 Onza,Mo - Mexico City,0.5 troy oz,0.999,2.6 mm,33 mm,https://apmex.exceda.com/images/Catalog Images/Products/96163_Obv.jpg?v=20160412101203&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/96163_Rev.jpg?v=20160412101203&width=450&height=450,,1
"
                    2016 Mexico 1/20 oz Silver Libertad BU
                ",96166,,2016,Brilliant Unc,None,1/20 Onza,Mo - Mexico City,0.05 troy oz,0.999,1 mm,16 mm,https://apmex.exceda.com/images/Catalog Images/Products/96166_Obv.jpg?v=20160412101111&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/96166_Rev.jpg?v=20160412101111&width=450&height=450,,0
"
                    1988 Mexico 1 oz Silver Libertad BU
                ",10207,$114.99,1988,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,4 mm,36 mm,https://apmex.exceda.com/images/Catalog Images/Products/10207_Obv.jpg?v=20160323050209&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/10207_Rev.jpg?v=20160323050209&width=450&height=450,,1
"
                    1999 Mexico 1 oz Silver Libertad BU
                ",10216,$129.99,1999,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/10216_Obv.jpg?v=20151223085604&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/10216_Rev.jpg?v=20151223085604&width=450&height=450,,1
"
                    1987 Mexico 1 oz Silver Libertad BU
                ",10206,$100.48,1987,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,4 mm,36 mm,https://apmex.exceda.com/images/Catalog Images/Products/10206_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/10206_Rev.jpg?v=20130602094622&width=450&height=450,,1
"
                    1994 Mexico 1 oz Silver Libertad BU
                ",7077,$60.47,1994,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,4 mm,36 mm,https://apmex.exceda.com/images/Catalog Images/Products/7077_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/7077_Rev.jpg?v=20130602094622&width=450&height=450,,1
"
                    2016 Mexico 2 oz Silver Libertad Proof (In Capsule)
                ",101668,,2016,Proof,None,2 Onzas,Mo - Mexico City,2 troy oz,0.999,4.5 mm,48 mm,https://apmex.exceda.com/images/Catalog Images/Products/101668_Slab.jpg?v=20160620094836&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/101668_Obv.jpg?v=20160620094836&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/101668_Rev.jpg?v=20160620094836&width=450&height=450,0
"
                    2009 Mexico 1/20 oz Silver Libertad Proof (In Capsule)
                ",62099,$13.76,2009,Proof,None,1/20 Onza,Mo - Mexico City,0.05 troy oz,0.999,1 mm,16 mm,https://apmex.exceda.com/images/Catalog Images/Products/62099_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/62099_Rev.jpg?v=20130602094622&width=450&height=450,,1
"
                    2004 Mexico 1 oz Silver Libertad BU
                ",1113,$105.48,2004,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/1113_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/1113_Rev.jpg?v=20130602094622&width=450&height=450,,1
"
                    2001 Mexico 1 oz Silver Libertad BU
                ",10217,$53.48,2001,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/10217_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/10217_Rev.jpg?v=20130602094622&width=450&height=450,,1
"
                    1997 Mexico 1 oz Silver Libertad BU
                ",10214,$150.00,1997,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/10214_Obv.jpg?v=20150717091738&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/10214_Rev.jpg?v=20150717091738&width=450&height=450,,1
"
                    1995 Mexico 1 oz Silver Libertad BU
                ",10212,$60.48,1995,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,4 mm,36 mm,https://apmex.exceda.com/images/Catalog Images/Products/10212_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/10212_Rev.jpg?v=20130602094622&width=450&height=450,,1
"
                    2005 Mexico 1 oz Silver Libertad BU
                ",6578,,2005,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/6578_Obv.jpg?v=20150513095846&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/6578_Rev.jpg?v=20150513095846&width=450&height=450,,0
"
                    2007 Mexico 1 oz Silver Libertad BU
                ",18532,$295.48,2007,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/18532_Obv.jpg?v=20150720093758&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/18532_Rev.jpg?v=20150720093758&width=450&height=450,,1
"
                    2010 Mexico 1/20 oz Silver Libertad Proof (In Capsule)
                ",60683,,2010,Proof,None,1/20 Onza,Mo - Mexico City,0.05 troy oz,0.999,1 mm,16 mm,https://apmex.exceda.com/images/Catalog Images/Products/60683_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/60683_Rev.jpg?v=20130602094622&width=450&height=450,,0
"
                    2014 Mexico 1/10 oz Silver Libertad Proof (In Capsule)
                ",81095,,2014,Proof,None,1/10 Onza,Mo - Mexico City,0.1 troy oz,0.999,1.4 mm,20 mm,https://apmex.exceda.com/images/Catalog Images/Products/81095_Obv.jpg?v=20141027115434&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/81095_Rev.jpg?v=20141027115434&width=450&height=450,,0
"
                    2008 Mexico 1 oz Silver Libertad BU
                ",35934,$65.48,2008,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/35934_Obv.jpg?v=20150721020534&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/35934_Rev.jpg?v=20150721020534&width=450&height=450,,1
"
                    1992 Mexico 1 oz Silver Libertad BU
                ",10210,$85.47,1992,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,4 mm,36 mm,https://apmex.exceda.com/images/Catalog Images/Products/10210_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/10210_Rev.jpg?v=20130602094622&width=450&height=450,,1
"
                    2017 Mexico 1/20 oz Silver Libertad BU
                ",149999,$7.06,2017,Brilliant Unc,None,1/20 Onza,Mo - Mexico City,0.05 troy oz,0.999,1 mm,16.2 mm,https://apmex.exceda.com/images/Catalog Images/Products/149999_Obv.jpg?v=20170403100844&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/149999_Rev.jpg?v=20170403100844&width=450&height=450,,1
"
                    2015 Mexico 1/10 oz Silver Libertad Proof (In Capsule)
                ",92554,$8.54,2015,Proof,None,1/10 Onza,Mo - Mexico City,0.1 troy oz,0.999,1.4 mm,20 mm,https://apmex.exceda.com/images/Catalog Images/Products/92554_Obv.jpg?v=20150819033124&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/92554_Rev.jpg?v=20150819033124&width=450&height=450,,1
,103071,"
                        ,
                        ,
                   ",2017,Proof,None,2 Onzas,Mo - Mexico City,2 troy oz,0.999,4.5 mm,48 mm,https://apmex.exceda.com/images/Catalog Images/Products/103071_Slab.jpg?v=20170419022604&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/103071_Obv.jpg?v=20170419022604&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/103071_Rev.jpg?v=20170419022604&width=450&height=450,1
"
                    1989 Mexico 1 oz Silver Libertad BU
                ",10208,$70.48,1989,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,4 mm,36 mm,https://apmex.exceda.com/images/Catalog Images/Products/10208_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/10208_Rev.jpg?v=20130602094622&width=450&height=450,,1
"
                    2009 Mexico 1 oz Silver Libertad Proof (In Capsule)
                ",56127,,2009,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/56127_Slab.jpg?v=20161221041447&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/56127_Obv.jpg?v=20161221041447&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/56127_Rev.jpg?v=20161221041447&width=450&height=450,0
"
                    2010 Mexico 1 oz Silver Libertad BU
                ",57109,,2010,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/57109_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/57109_Rev.jpg?v=20130602094622&width=450&height=450,,0
"
                    2017 Mexico 5 oz Silver Libertad Proof (In Capsule)
                ",103073,$227.40,2017,Proof,None,5 Onzas,Mo - Mexico City,5 troy oz,0.999,5.4 mm,65 mm,https://apmex.exceda.com/images/Catalog Images/Products/103073_Slab.jpg?v=20170419024348&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/103073_Obv.jpg?v=20170419024348&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/103073_Rev.jpg?v=20170419024348&width=450&height=450,1
"
                    Mexico 2 oz Silver Libertad BU (Random Year)
                ",36806,,Random,Brilliant Unc,None,2 Onzas,Mo - Mexico City,2 troy oz,0.999,4.5 mm,48 mm,https://apmex.exceda.com/images/Catalog Images/Products/36806_Obv.jpg?v=20160909115105&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/36806_Rev.jpg?v=20160909115105&width=450&height=450,,0
"
                    2018 Mexico 1/20 oz Silver Libertad Proof (In Capsule)
                ",162423,$10.76,2018,Proof,None,1/20 Onza,Mo - Mexico City,0.05 troy oz,0.999,1 mm,16 mm,https://apmex.exceda.com/images/Catalog Images/Products/162423_Slab.jpg?v=20180222043922&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/162423_Obv.jpg?v=20180222043922&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/162423_Rev.jpg?v=20180222043922&width=450&height=450,1
"
                    2015 Mexico 1/20 oz Silver Libertad Proof (In Capsule)
                ",92555,$7.76,2015,Proof,None,1/20 Onza,Mo - Mexico City,0.05 troy oz,0.999,1 mm,16 mm,https://apmex.exceda.com/images/Catalog Images/Products/92555_Obv.jpg?v=20150819033131&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/92555_Rev.jpg?v=20150819033131&width=450&height=450,,1
"
                    2018 Mexico 2 oz Silver Libertad Proof (In Capsule)
                ",162419,$90.94,2018,Proof,None,2 Onzas,Mo - Mexico City,2 troy oz,0.999,4.5 mm,48 mm,https://apmex.exceda.com/images/Catalog Images/Products/162419_Slab.jpg?v=20180222024424&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/162419_Obv.jpg?v=20180222024424&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/162419_Rev.jpg?v=20180222024424&width=450&height=450,1
"
                    1984 Mexico 1 oz Silver Libertad BU
                ",10203,$30.47,1984,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,4 mm,36 mm,https://apmex.exceda.com/images/Catalog Images/Products/10203_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/10203_Rev.jpg?v=20130602094622&width=450&height=450,,1
"
                    Mexico 1/2 oz Silver Libertad BU (Random Year)
                ",35276,,Random,Brilliant Unc,None,1/2 Onza,Mo - Mexico City,0.5 troy oz,0.999,2.6 mm,33 mm,https://apmex.exceda.com/images/Catalog Images/Products/35276_Obv.jpg?v=20140428082501&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/35276_Rev.jpg?v=20140428082501&width=450&height=450,,0
"
                    Mexico 1/10 oz Silver Libertad BU (Random Year)
                ",35190,$8.54,Random,Brilliant Unc,None,1/10 Onza,Mo - Mexico City,0.1 troy oz,0.999,1.4 mm,20 mm,https://apmex.exceda.com/images/Catalog Images/Products/35190_Obv.jpg?v=20140428083411&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/35190_Rev.jpg?v=20140428083411&width=450&height=450,,1
"
                    2016 Mexico 1/2 oz Silver Libertad Proof (In Capsule)
                ",98614,$24.73,2016,Proof,None,1/2 Onza,Mo - Mexico City,0.5 troy oz,0.999,2.6 mm,33 mm,https://apmex.exceda.com/images/Catalog Images/Products/98614_Slab.jpg?v=20160620091719&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/98614_Obv.jpg?v=20160620091719&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/98614_Rev.jpg?v=20160620091719&width=450&height=450,1
"
                    2009 Mexico 1 oz Silver Libertad BU
                ",50584,$29.47,2009,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/50584_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/50584_Rev.jpg?v=20130602094622&width=450&height=450,,1
"
                    2018 Mexico 1/20 oz Silver Libertad BU
                ",162412,$6.76,2018,Brilliant Unc,None,1/20 Onza,Mo - Mexico City,0.05 troy oz,0.999,1 mm,16.2 mm,https://apmex.exceda.com/images/Catalog Images/Products/162412_Obv.jpg?v=20180221092830&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/162412_Rev.jpg?v=20180221092830&width=450&height=450,,1
"
                    2014 Mexico 1 oz Silver Libertad BU
                ",79577,$35.47,2014,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/79577_Slab.jpg?v=20140818092550&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/79577_Obv.jpg?v=20140818092550&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/79577_Rev.jpg?v=20140818092550&width=450&height=450,1
"
                    2017 Mexico 1/2 oz Silver Libertad BU
                ",150002,$17.73,2017,Brilliant Unc,None,1/2 Onza,Mo - Mexico City,0.5 troy oz,0.999,2.6 mm,33 mm,https://apmex.exceda.com/images/Catalog Images/Products/150002_Obv.jpg?v=20170403095747&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/150002_Rev.jpg?v=20170403095747&width=450&height=450,,1
"
                    2017 Mexico 1 oz Silver Libertad Proof (Spotted)
                ",157510,$28.47,2017,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/157510_Slab.jpg?v=20171114014202&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/157510_Obv.jpg?v=20171114014203&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/157510_Rev.jpg?v=20171114014203&width=450&height=450,1
"
                    1993 Mexico 1 oz Silver Libertad BU
                ",10213,$35.47,1993,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,4 mm,36 mm,https://apmex.exceda.com/images/Catalog Images/Products/10213_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/10213_Rev.jpg?v=20130602094622&width=450&height=450,,1
,150005,"
                            ,
                            ,
                        ",2017,Brilliant Unc,None,5 Onzas,Mo - Mexico City,5 troy oz,0.999,5.4 mm,65 mm,https://apmex.exceda.com/images/Catalog Images/Products/150005_Obv.jpg?v=20170403095832&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/150005_Rev.jpg?v=20170403095832&width=450&height=450,,1
"
                    2018 Mexico 1 oz Silver Libertad (MintDirect® Single)
                ",152504,$21.47,2018,Brilliant Unc,MintDirect,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/152504_Slab.jpg?v=20170918114103&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/152504_Obv.jpg?v=20170918114103&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/152504_Rev.jpg?v=20170918114103&width=450&height=450,1
"
                    2017 Mexico 1 oz Silver Libertad (MintDirect® Single)
                ",103051,$21.87,2017,Brilliant Unc,MintDirect,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/103051_Slab.jpg?v=20161003043427&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/103051_Obv.jpg?v=20161003043427&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/103051_Rev.jpg?v=20161003043427&width=450&height=450,1
"
                    1983 Mexico 1 oz Silver Libertad BU
                ",10202,$30.47,1983,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,4 mm,36 mm,https://apmex.exceda.com/images/Catalog Images/Products/10202_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/10202_Rev.jpg?v=20130602094622&width=450&height=450,,1
"
                    2018 Mexico 1/4 oz Silver Libertad Proof (In Capsule)
                ",162425,$38.86,2018,Proof,None,1/4 Onza,Mo - Mexico City,0.25 troy oz,0.999,1.7 mm,27 mm,https://apmex.exceda.com/images/Catalog Images/Products/162425_Slab.jpg?v=20180222033035&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/162425_Obv.jpg?v=20180222033035&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/162425_Rev.jpg?v=20180222033035&width=450&height=450,1
"
                    2018 Mexico 1/2 oz Silver Libertad BU
                ",162417,$13.73,2018,Brilliant Unc,None,1/2 Onza,Mo - Mexico City,0.5 troy oz,0.999,2.6 mm,33 mm,https://apmex.exceda.com/images/Catalog Images/Products/162417_Obv.jpg?v=20180221092913&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/162417_Rev.jpg?v=20180221092913&width=450&height=450,,1
"
                    Mexico 1/20 oz Silver Libertad BU (Random Year)
                ",35191,$5.26,Random,Brilliant Unc,None,1/20 Onza,Mo - Mexico City,0.05 troy oz,0.999,1 mm,16 mm,https://apmex.exceda.com/images/Catalog Images/Products/35191_Obv.jpg?v=20160726034523&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/35191_Rev.jpg?v=20160726034523&width=450&height=450,,1
"
                    2018 Mexico 1 oz Silver Libertad Proof (In Capsule)
                ",162418,$45.47,2018,Proof,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/162418_Slab.jpg?v=20180222023845&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/162418_Obv.jpg?v=20180222023845&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/162418_Rev.jpg?v=20180222023845&width=450&height=450,1
"
                    2018 Mexico 1/10 oz Silver Libertad BU
                ",162413,$7.04,2018,Brilliant Unc,None,1/10 Onza,Mo - Mexico City,0.1 troy oz,0.999,1.4 mm,20 mm,https://apmex.exceda.com/images/Catalog Images/Products/162413_Obv.jpg?v=20180221092844&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/162413_Rev.jpg?v=20180221092844&width=450&height=450,,1
"
                    2018 Mexico 1/4 oz Silver Libertad BU
                ",162416,$8.86,2018,Brilliant Unc,None,1/4 Onza,Mo - Mexico City,0.25 troy oz,0.999,1.7 mm,27 mm,https://apmex.exceda.com/images/Catalog Images/Products/162416_Obv.jpg?v=20180221092900&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/162416_Rev.jpg?v=20180221092900&width=450&height=450,,1
"
                    2018 Mexico 1 oz Silver Libertad (MintDirect® Premier Single)
                ",152586,$21.97,2018,Brilliant Unc,MintDirect,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/152586_Slab.jpg?v=20170918114117&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/152586_Obv.jpg?v=20170918114117&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/152586_Rev.jpg?v=20170918114117&width=450&height=450,1
"
                    1985 Mexico 1 oz Silver Libertad BU
                ",10204,$25.47,1985,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,4 mm,36 mm,https://apmex.exceda.com/images/Catalog Images/Products/10204_Obv.jpg?v=20130602094622&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/10204_Rev.jpg?v=20130602094622&width=450&height=450,,1
"
                    2018 Mexico 2 oz Silver Libertad BU
                ",162407,$57.94,2018,Brilliant Unc,None,2 Onzas,Mo - Mexico City,2 troy oz,0.999,4.5 mm,48 mm,https://apmex.exceda.com/images/Catalog Images/Products/162407_Obv.jpg?v=20180518030910&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/162407_Rev.jpg?v=20180518030910&width=450&height=450,,1
"
                    2017 Mexico 1 oz Silver Libertad BU
                ",150003,$19.47,2017,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/150003_Obv.jpg?v=20170403101405&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/150003_Rev.jpg?v=20170403101405&width=450&height=450,,1
"
                    2018 Mexico 5 oz Silver Libertad BU
                ",162409,$137.35,2018,Brilliant Unc,None,5 Onzas,Mo - Mexico City,5 troy oz,0.999,5.4 mm,65 mm,https://apmex.exceda.com/images/Catalog Images/Products/162409_Slab.jpg?v=20180518030930&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/162409_Obv.jpg?v=20180518030930&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/162409_Rev.jpg?v=20180518030930&width=450&height=450,1
"
                    2015 Mexico 1 oz Silver Libertad BU
                ",87944,$19.57,2015,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,https://apmex.exceda.com/images/Catalog Images/Products/87944_Slab.jpg?v=20160810040214&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/87944_Obv.jpg?v=20160810040214&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/87944_Rev.jpg?v=20160810040214&width=450&height=450,1
"
                    Mexico 1 oz Silver Libertad BU (Random Year)
                ",1114,,Random,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,Varies mm,Varies mm,https://apmex.exceda.com/images/Catalog Images/Products/1114_Slab.jpg?v=20141009113708&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/1114_Obv.jpg?v=20141009113708&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/1114_Rev.jpg?v=20141009113708&width=450&height=450,0
"
                    2016 Mexico 1 oz Silver Libertad BU
                ",92371,$20.97,2016,Brilliant Unc,None,1 Onza,Mo - Mexico City,1 troy oz,0.999,3 mm,40 mm,"https://apmex.exceda.com/images/Catalog Images/Products/92371_Slab.jpg?v=20170223023144&width=450&height=450,/product/92371/2016-mexico-1-oz-silver-libertad-bu",https://apmex.exceda.com/images/Catalog Images/Products/92371_Obv.jpg?v=20170223023144&width=450&height=450,https://apmex.exceda.com/images/Catalog Images/Products/92371_Rev.jpg?v=20170223023144&width=450&height=450,1
